"go_id","name_1006","namespace_1003"
"1699","GO:0004827","proline-tRNA ligase activity","molecular_function"
"1700","GO:0004828","serine-tRNA ligase activity","molecular_function"
"1701","GO:0004829","threonine-tRNA ligase activity","molecular_function"
"1702","GO:0004830","tryptophan-tRNA ligase activity","molecular_function"
"1703","GO:0004831","tyrosine-tRNA ligase activity","molecular_function"
"1704","GO:0004832","valine-tRNA ligase activity","molecular_function"
"1705","GO:0004833","tryptophan 2,3-dioxygenase activity","molecular_function"
"1706","GO:0004835","tubulin-tyrosine ligase activity","molecular_function"
"1707","GO:0004838","L-tyrosine:2-oxoglutarate aminotransferase activity","molecular_function"
"1708","GO:0004839","ubiquitin activating enzyme activity","molecular_function"
"1710","GO:0004843","ubiquitin-specific protease activity","molecular_function"
"1711","GO:0004844","uracil DNA N-glycosylase activity","molecular_function"
"1712","GO:0004846","urate oxidase activity","molecular_function"
"1713","GO:0004849","uridine kinase activity","molecular_function"
"1714","GO:0004850","uridine phosphorylase activity","molecular_function"
"1715","GO:0004852","uroporphyrinogen-III synthase activity","molecular_function"
"1716","GO:0004853","uroporphyrinogen decarboxylase activity","molecular_function"
"1717","GO:0004854","xanthine dehydrogenase activity","molecular_function"
"1718","GO:0004855","xanthine oxidase activity","molecular_function"
"1719","GO:0004856","xylulokinase activity","molecular_function"
"1720","GO:0004857","enzyme inhibitor activity","molecular_function"
"1721","GO:0004859","phospholipase inhibitor activity","molecular_function"
"1722","GO:0004860","protein kinase inhibitor activity","molecular_function"
"1723","GO:0004861","cyclin-dependent protein serine/threonine kinase inhibitor activity","molecular_function"
"1724","GO:0004862","cAMP-dependent protein kinase inhibitor activity","molecular_function"
"1725","GO:0004864","protein phosphatase inhibitor activity","molecular_function"
"1726","GO:0004865","protein serine/threonine phosphatase inhibitor activity","molecular_function"
"1727","GO:0004866","endopeptidase inhibitor activity","molecular_function"
"1728","GO:0004867","serine-type endopeptidase inhibitor activity","molecular_function"
"1729","GO:0004869","cysteine-type endopeptidase inhibitor activity","molecular_function"
"1732","GO:0004874","aryl hydrocarbon receptor activity","molecular_function"
"1733","GO:0004878","complement component C5a receptor activity","molecular_function"
"1735","GO:0004882","androgen receptor activity","molecular_function"
"1736","GO:0004883","glucocorticoid receptor activity","molecular_function"
"1737","GO:0004886","9-cis retinoic acid receptor activity","molecular_function"
"1738","GO:0004887","thyroid hormone receptor activity","molecular_function"
"1740","GO:0004889","acetylcholine-activated cation-selective channel activity","molecular_function"
"1741","GO:0004890","GABA-A receptor activity","molecular_function"
"1742","GO:0004896","cytokine receptor activity","molecular_function"
"1743","GO:0004897","ciliary neurotrophic factor receptor activity","molecular_function"
"1744","GO:0004900","erythropoietin receptor activity","molecular_function"
"1745","GO:0004903","growth hormone receptor activity","molecular_function"
"1746","GO:0004904","interferon receptor activity","molecular_function"
"1747","GO:0004905","type I interferon receptor activity","molecular_function"
"1748","GO:0004908","interleukin-1 receptor activity","molecular_function"
"1749","GO:0004909","interleukin-1, Type I, activating receptor activity","molecular_function"
"1750","GO:0004910","interleukin-1, Type II, blocking receptor activity","molecular_function"
"1751","GO:0004911","interleukin-2 receptor activity","molecular_function"
"1752","GO:0004915","interleukin-6 receptor activity","molecular_function"
"1753","GO:0004921","interleukin-11 receptor activity","molecular_function"
"1754","GO:0004923","leukemia inhibitory factor receptor activity","molecular_function"
"1755","GO:0004924","oncostatin-M receptor activity","molecular_function"
"1756","GO:0004925","prolactin receptor activity","molecular_function"
"1758","GO:0004931","extracellular ATP-gated cation channel activity","molecular_function"
"1759","GO:0004935","adrenergic receptor activity","molecular_function"
"1760","GO:0004937","alpha1-adrenergic receptor activity","molecular_function"
"1761","GO:0004938","alpha2-adrenergic receptor activity","molecular_function"
"1762","GO:0004939","beta-adrenergic receptor activity","molecular_function"
"1763","GO:0004940","beta1-adrenergic receptor activity","molecular_function"
"1764","GO:0004941","beta2-adrenergic receptor activity","molecular_function"
"1765","GO:0004942","anaphylatoxin receptor activity","molecular_function"
"1766","GO:0004943","C3a anaphylatoxin receptor activity","molecular_function"
"1767","GO:0004944","C5a anaphylatoxin receptor activity","molecular_function"
"1768","GO:0004945","angiotensin type II receptor activity","molecular_function"
"1769","GO:0004946","bombesin receptor activity","molecular_function"
"1770","GO:0004947","bradykinin receptor activity","molecular_function"
"1771","GO:0004948","calcitonin receptor activity","molecular_function"
"1772","GO:0004949","cannabinoid receptor activity","molecular_function"
"1773","GO:0004950","chemokine receptor activity","molecular_function"
"1774","GO:0004951","cholecystokinin receptor activity","molecular_function"
"1775","GO:0004952","dopamine neurotransmitter receptor activity","molecular_function"
"1776","GO:0004955","prostaglandin receptor activity","molecular_function"
"1777","GO:0004956","prostaglandin D receptor activity","molecular_function"
"1778","GO:0004957","prostaglandin E receptor activity","molecular_function"
"1779","GO:0004958","prostaglandin F receptor activity","molecular_function"
"1780","GO:0004960","thromboxane receptor activity","molecular_function"
"1782","GO:0004963","follicle-stimulating hormone receptor activity","molecular_function"
"1783","GO:0004964","luteinizing hormone receptor activity","molecular_function"
"1784","GO:0004965","G-protein coupled GABA receptor activity","molecular_function"
"1785","GO:0004966","galanin receptor activity","molecular_function"
"1786","GO:0004967","glucagon receptor activity","molecular_function"
"1787","GO:0004968","gonadotropin-releasing hormone receptor activity","molecular_function"
"1788","GO:0004969","histamine receptor activity","molecular_function"
"1789","GO:0004970","ionotropic glutamate receptor activity","molecular_function"
"1790","GO:0004971","alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity","molecular_function"
"1791","GO:0004972","N-methyl-D-aspartate selective glutamate receptor activity","molecular_function"
"1792","GO:0004974","leukotriene receptor activity","molecular_function"
"1793","GO:0004977","melanocortin receptor activity","molecular_function"
"1794","GO:0004978","corticotropin receptor activity","molecular_function"
"1795","GO:0004979","beta-endorphin receptor activity","molecular_function"
"1796","GO:0004980","melanocyte-stimulating hormone receptor activity","molecular_function"
"1797","GO:0004983","neuropeptide Y receptor activity","molecular_function"
"1798","GO:0004984","olfactory receptor activity","molecular_function"
"1799","GO:0004985","opioid receptor activity","molecular_function"
"1800","GO:0004990","oxytocin receptor activity","molecular_function"
"1801","GO:0004991","parathyroid hormone receptor activity","molecular_function"
"1802","GO:0004992","platelet activating factor receptor activity","molecular_function"
"1803","GO:0004993","serotonin receptor activity","molecular_function"
"1804","GO:0004994","somatostatin receptor activity","molecular_function"
"1805","GO:0004995","tachykinin receptor activity","molecular_function"
"1806","GO:0004996","thyroid-stimulating hormone receptor activity","molecular_function"
"1807","GO:0004997","thyrotropin-releasing hormone receptor activity","molecular_function"
"1808","GO:0004999","vasoactive intestinal polypeptide receptor activity","molecular_function"
"1809","GO:0005000","vasopressin receptor activity","molecular_function"
"1810","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity","molecular_function"
"1811","GO:0005003","ephrin receptor activity","molecular_function"
"1812","GO:0005004","GPI-linked ephrin receptor activity","molecular_function"
"1813","GO:0005005","transmembrane-ephrin receptor activity","molecular_function"
"1814","GO:0005006","epidermal growth factor-activated receptor activity","molecular_function"
"1815","GO:0005007","fibroblast growth factor-activated receptor activity","molecular_function"
"1816","GO:0005008","hepatocyte growth factor-activated receptor activity","molecular_function"
"1817","GO:0005009","insulin-activated receptor activity","molecular_function"
"1818","GO:0005010","insulin-like growth factor-activated receptor activity","molecular_function"
"1819","GO:0005011","macrophage colony-stimulating factor receptor activity","molecular_function"
"1820","GO:0005018","platelet-derived growth factor alpha-receptor activity","molecular_function"
"1821","GO:0005019","platelet-derived growth factor beta-receptor activity","molecular_function"
"1822","GO:0005020","stem cell factor receptor activity","molecular_function"
"1823","GO:0005021","vascular endothelial growth factor-activated receptor activity","molecular_function"
"1824","GO:0005024","transforming growth factor beta-activated receptor activity","molecular_function"
"1825","GO:0005025","transforming growth factor beta receptor activity, type I","molecular_function"
"1826","GO:0005026","transforming growth factor beta receptor activity, type II","molecular_function"
"1827","GO:0005030","neurotrophin receptor activity","molecular_function"
"1828","GO:0005031","tumor necrosis factor-activated receptor activity","molecular_function"
"1829","GO:0005034","osmosensor activity","molecular_function"
"1830","GO:0005035","death receptor activity","molecular_function"
"1831","GO:0005041","low-density lipoprotein receptor activity","molecular_function"
"1832","GO:0005042","netrin receptor activity","molecular_function"
"1834","GO:0005047","signal recognition particle binding","molecular_function"
"1835","GO:0005049","nuclear export signal receptor activity","molecular_function"
"1836","GO:0005052","peroxisome matrix targeting signal-1 binding","molecular_function"
"1837","GO:0005053","peroxisome matrix targeting signal-2 binding","molecular_function"
"1838","GO:0005055","laminin receptor activity","molecular_function"
"1840","GO:0005068","transmembrane receptor protein tyrosine kinase adaptor activity","molecular_function"
"1841","GO:0005070","SH3/SH2 adaptor activity","molecular_function"
"1842","GO:0005078","MAP-kinase scaffold activity","molecular_function"
"1843","GO:0005080","protein kinase C binding","molecular_function"
"1844","GO:0005083","small GTPase regulator activity","molecular_function"
"1846","GO:0005086","ARF guanyl-nucleotide exchange factor activity","molecular_function"
"1847","GO:0005087","Ran guanyl-nucleotide exchange factor activity","molecular_function"
"1848","GO:0005088","Ras guanyl-nucleotide exchange factor activity","molecular_function"
"1849","GO:0005089","Rho guanyl-nucleotide exchange factor activity","molecular_function"
"1850","GO:0005092","GDP-dissociation inhibitor activity","molecular_function"
"1851","GO:0005093","Rab GDP-dissociation inhibitor activity","molecular_function"
"1852","GO:0005094","Rho GDP-dissociation inhibitor activity","molecular_function"
"1853","GO:0005095","GTPase inhibitor activity","molecular_function"
"1854","GO:0005096","GTPase activator activity","molecular_function"
"1855","GO:0005097","Rab GTPase activator activity","molecular_function"
"1856","GO:0005098","Ran GTPase activator activity","molecular_function"
"1857","GO:0005099","Ras GTPase activator activity","molecular_function"
"1858","GO:0005100","Rho GTPase activator activity","molecular_function"
"1859","GO:0005102","receptor binding","molecular_function"
"1860","GO:0005104","fibroblast growth factor receptor binding","molecular_function"
"1861","GO:0005105","type 1 fibroblast growth factor receptor binding","molecular_function"
"1862","GO:0005109","frizzled binding","molecular_function"
